%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
121385000000,3617,121383555448,map,0.014706697315,0.0162116009742,-0.0219633020461,-0.00212113864487,-0.00094938274624,0.00699936927905,-0.999972798168
121417000000,3618,121415557117,map,0.0143948234618,0.0166964158416,-0.021494269371,-0.00211412300559,-0.000951755317466,0.00696746411473,-0.999973093196
121449000000,3619,121443557117,map,0.0140801258385,0.0171234440058,-0.0210369098932,-0.00210797808563,-0.000936099450765,0.00694390402641,-0.999973303931
121485000000,3620,121483557117,map,0.0138475652784,0.0179513003677,-0.0204696897417,-0.00210272339437,-0.000901546772884,0.00697838014849,-0.99997305105
121517000000,3621,121515558784,map,0.013778494671,0.0187720078975,-0.0200581271201,-0.00211310292015,-0.000914419795131,0.00699077132196,-0.999972882462
121549000000,3622,121543558784,map,0.0137041835114,0.0194964408875,-0.0196730159223,-0.00211735094382,-0.000916533969955,0.00696025700363,-0.999973135343
121585000000,3623,121583558784,map,0.0134102609009,0.0201214198023,-0.0190888307989,-0.00205453773388,-0.000896267838949,0.00691149309991,-0.999973598959
121617000000,3624,121615560451,map,0.0126122282818,0.019561689347,-0.0187098644674,-0.00203514116973,-0.000910787222466,0.00690226294008,-0.999973725399
121649000000,3625,121643560451,map,0.0118811959401,0.0190109312534,-0.0184128060937,-0.00203739442093,-0.000897655803817,0.00688236962759,-0.999973893987
121685000000,3626,121683560451,map,0.0111107025295,0.0186680722982,-0.0179925076663,-0.00204689417241,-0.000968011159374,0.00693783488023,-0.999973388224
121717000000,3627,121715562116,map,0.0106813097373,0.0186726152897,-0.0176614187658,-0.00206541343179,-0.000915712847272,0.00687971437613,-0.99997385184
121749000000,3628,121743562116,map,0.0102575337514,0.0186238344759,-0.0173748675734,-0.00201838030651,-0.000917670905889,0.00688043087256,-0.999973893987
121785000000,3629,121783562116,map,0.00985383149236,0.0188434850425,-0.0166940577328,-0.00204616392887,-0.000845266941846,0.00683567091944,-0.999974231161
121817000000,3630,121815563781,map,0.00967459753156,0.0192354302853,-0.0162236709148,-0.00211194301748,-0.000890377528756,0.00684313091162,-0.999974020427
121849000000,3631,121843563781,map,0.00951130501926,0.0195597782731,-0.0157868973911,-0.00215986192628,-0.00091216687321,0.0068268622281,-0.999974020427
121885000000,3632,121883563781,map,0.00942669715732,0.0202739033848,-0.0151915438473,-0.00216711027873,-0.000921687039571,0.00686167552497,-0.999973683252
121917000000,3633,121915565444,map,0.00947316922247,0.0210454836488,-0.0146658523008,-0.00214346647294,-0.0009228310137,0.00687701697783,-0.999973683252
121949000000,3634,121943565444,map,0.00952484831214,0.0217124652117,-0.0142236081883,-0.00216006302931,-0.000939658554558,0.00686959913249,-0.999973683252
121985000000,3635,121983565444,map,0.00945013482124,0.0222228094935,-0.0137604465708,-0.00216451293803,-0.000964446046362,0.00684346808641,-0.999973767546
122017000000,3636,122015567107,map,0.00897549744695,0.021553421393,-0.0134155750275,-0.00216670552081,-0.00101325016246,0.00686837687388,-0.999973556812
122049000000,3637,122043567107,map,0.00852658133954,0.0208961218596,-0.0130644533783,-0.00217495370845,-0.000999085940231,0.00688430838262,-0.999973472518
122085000000,3638,122083567107,map,0.00808133836836,0.0203580595553,-0.0125266211107,-0.00216847552381,-0.000965586851244,0.0069045388699,-0.999973388224
122117000000,3639,122115568768,map,0.00784555263817,0.0202164053917,-0.0121358344331,-0.00221029791567,-0.000922371637746,0.00691081875033,-0.999973261784
122149000000,3640,122143568768,map,0.00762388715521,0.0200499296188,-0.0118664521724,-0.00223785240571,-0.000959247496015,0.00693151285295,-0.99997305105
122185000000,3641,122183568768,map,0.00742138037458,0.0201583113521,-0.0115884598345,-0.00224042196406,-0.000932024006918,0.0068989754859,-0.999973303931
122217000000,3642,122215570428,map,0.00736473500729,0.0204808507115,-0.0111994361505,-0.00217173889996,-0.000944947448979,0.00696223790551,-0.999973008903
122249000000,3643,122243570428,map,0.00734345102683,0.0207296311855,-0.0108660524711,-0.00216641440298,-0.000910167902515,0.00694200741823,-0.99997317749
122285000000,3644,122283570428,map,0.0073918402195,0.02131828852,-0.0106960730627,-0.00217130771794,-0.000843996362536,0.00694322967684,-0.999973135343
122317000000,3645,122315572087,map,0.0074979448691,0.0219670776278,-0.0105837425217,-0.00218035546094,-0.000897805705011,0.0069174779524,-0.999973261784
122349000000,3646,122343572087,map,0.00762318866327,0.0225070975721,-0.010439818725,-0.0022018240119,-0.000914006558452,0.00691115592512,-0.999973261784
122385000000,3647,122383572087,map,0.00766911078244,0.022895693779,-0.0102955875918,-0.00215967131881,-0.000968941929718,0.00698748386777,-0.999972798168
122417000000,3648,122415573745,map,0.00727369263768,0.0221654865891,-0.0102858589962,-0.00212208427363,-0.00100398172474,0.00699355301396,-0.999972798168
122449000000,3649,122443573745,map,0.00690496573225,0.0214527137578,-0.0103109320626,-0.00214869346418,-0.00099321382233,0.00694462052284,-0.999973093196
122485000000,3650,122483573745,map,0.00653975643218,0.0208853203803,-0.010368260555,-0.00215711139167,-0.000941813353347,0.00699620826541,-0.999972756022
122517000000,3651,122515575402,map,0.00634419266135,0.0207285303622,-0.0103434910998,-0.00219621218372,-0.000933990461978,0.00695170119339,-0.999973008903
122549000000,3652,122543575402,map,0.00615342706442,0.0205447208136,-0.0103363953531,-0.00220466513754,-0.000923065002795,0.00694188097768,-0.99997305105
122585000000,3653,122583575402,map,0.00597614329308,0.0206672754139,-0.0103194927797,-0.00219209817386,-0.000918602005506,0.00695600017194,-0.999973008903
122617000000,3654,122615577057,map,0.00590869458392,0.0209890156984,-0.0103076165542,-0.00220640814022,-0.000921161973803,0.00693117567816,-0.999973135343
122649000000,3655,122643577057,map,0.00585845764726,0.0212452858686,-0.0103284288198,-0.00221224687815,-0.000907546483783,0.00694972029151,-0.99997305105
122685000000,3656,122683577057,map,0.00586331868544,0.0218932908028,-0.01039586775,-0.00217079022544,-0.000943823354663,0.00699013911923,-0.999972756022
