%time,field.header.seq,field.header.stamp,field.header.frame_id,field.drive.steering_angle,field.drive.steering_angle_velocity,field.drive.speed,field.drive.acceleration,field.drive.jerk
150026000000,14986,150026000000,,0.0637133792043,0.0,0.214394196868,0.0,0.0
150036000000,14987,150036000000,,0.0654215738177,0.0,0.214705094695,0.0,0.0
150046000000,14988,150046000000,,0.0671221315861,0.0,0.21501557529,0.0,0.0
150057000000,14989,150056000000,,0.0715666338801,0.0,0.210860341787,0.0,0.0
150066000000,14990,150066000000,,0.0715666338801,0.0,0.210860341787,0.0,0.0
150076000000,14991,150076000000,,0.0732796788216,0.0,0.211170658469,0.0,0.0
150086000000,14992,150086000000,,0.0749848783016,0.0,0.211480528116,0.0,0.0
150096000000,14993,150096000000,,0.0766822546721,0.0,0.21178996563,0.0,0.0
150106000000,14994,150106000000,,0.0801674798131,0.0,0.205066993833,0.0,0.0
150116000000,14995,150116000000,,0.0819021463394,0.0,0.205377370119,0.0,0.0
150126000000,14996,150126000000,,0.0836286023259,0.0,0.20568728447,0.0,0.0
150136000000,14997,150136000000,,0.0853468626738,0.0,0.205996766686,0.0,0.0
150146000000,14998,150146000000,,0.0870569720864,0.0,0.206305786967,0.0,0.0
150156000000,14999,150156000000,,0.0900255516171,0.0,0.202066257596,0.0,0.0
150166000000,15000,150166000000,,0.0917538255453,0.0,0.202375859022,0.0,0.0
150176000000,15001,150176000000,,0.0934737026691,0.0,0.202685013413,0.0,0.0
150186000000,15002,150186000000,,0.0951852276921,0.0,0.202993705869,0.0,0.0
150196000000,15003,150196000000,,0.0968884304166,0.0,0.203301921487,0.0,0.0
150206000000,15004,150206000000,,0.0999414771795,0.0,0.199174687266,0.0,0.0
150216000000,15005,150216000000,,0.101661421359,0.0,0.199483677745,0.0,0.0
150226000000,15006,150226000000,,0.103372819722,0.0,0.199792191386,0.0,0.0
150236000000,15007,150236000000,,0.105075702071,0.0,0.20010022819,0.0,0.0
150246000000,15008,150246000000,,0.106770113111,0.0,0.200407788157,0.0,0.0
150256000000,15009,150256000000,,0.109851047397,0.0,0.196287706494,0.0,0.0
150266000000,15010,150266000000,,0.111561447382,0.0,0.196596488357,0.0,0.0
150276000000,15011,150276000000,,0.113263137639,0.0,0.196904778481,0.0,0.0
150286000000,15012,150286000000,,0.114956170321,0.0,0.197212576866,0.0,0.0
150296000000,15013,150296000000,,0.116640582681,0.0,0.197519883513,0.0,0.0
150306000000,15014,150306000000,,0.122130177915,0.0,0.191714867949,0.0,0.0
150316000000,15015,150316000000,,0.122130177915,0.0,0.191714867949,0.0,0.0
150326000000,15016,150326000000,,0.125532090664,0.0,0.192333996296,0.0,0.0
150336000000,15017,150336000000,,0.125532090664,0.0,0.192333996296,0.0,0.0
150347000000,15018,150347000000,,0.12889829278,0.0,0.192951098084,0.0,0.0
150356000000,15019,150356000000,,0.130396917462,0.0,0.188769549131,0.0,0.0
150367000000,15020,150367000000,,0.133788198233,0.0,0.189390406013,0.0,0.0
150376000000,15021,150376000000,,0.133788198233,0.0,0.189390406013,0.0,0.0
150386000000,15022,150386000000,,0.135470166802,0.0,0.189700052142,0.0,0.0
150396000000,15023,150396000000,,0.13880699873,0.0,0.190317794681,0.0,0.0
150406000000,15024,150406000000,,0.140507251024,0.0,0.18604978919,0.0,0.0
150416000000,15025,150416000000,,0.143868654966,0.0,0.186671674252,0.0,0.0
150426000000,15026,150426000000,,0.143868654966,0.0,0.186671674252,0.0,0.0
150436000000,15027,150436000000,,0.147193193436,0.0,0.187291458249,0.0,0.0
150446000000,15028,150446000000,,0.147193193436,0.0,0.187291458249,0.0,0.0
150456000000,15029,150456000000,,0.152180358768,0.0,0.18401132524,0.0,0.0
150466000000,15030,150466000000,,0.152180358768,0.0,0.18401132524,0.0,0.0
150476000000,15031,150476000000,,0.155485391617,0.0,0.184633046389,0.0,0.0
150486000000,15032,150486000000,,0.155485391617,0.0,0.184633046389,0.0,0.0
150496000000,15033,150496000000,,0.158753469586,0.0,0.185252591968,0.0,0.0
150506000000,15034,150506000000,,0.161344408989,0.0,0.179831638932,0.0,0.0
150516000000,15035,150516000000,,0.16464844346,0.0,0.18045809865,0.0,0.0
150526000000,15036,150526000000,,0.16464844346,0.0,0.18045809865,0.0,0.0
150536000000,15037,150536000000,,0.167914927006,0.0,0.181082427502,0.0,0.0
150546000000,15038,150546000000,,0.169533863664,0.0,0.181393712759,0.0,0.0
150556000000,15039,150556000000,,0.173278436065,0.0,0.177581250668,0.0,0.0
150566000000,15040,150566000000,,0.174905374646,0.0,0.177895158529,0.0,0.0
150577000000,15041,150577000000,,0.176522746682,0.0,0.178208500147,0.0,0.0
150586000000,15042,150586000000,,0.178130611777,0.0,0.17852127552,0.0,0.0
150596000000,15043,150596000000,,0.178130611777,0.0,0.17852127552,0.0,0.0
150606000000,15044,150606000000,,0.183356136084,0.0,0.175525009632,0.0,0.0
150616000000,15045,150616000000,,0.183356136084,0.0,0.175525009632,0.0,0.0
150626000000,15046,150626000000,,0.186550796032,0.0,0.176153346896,0.0,0.0
150636000000,15047,150636000000,,0.186550796032,0.0,0.176153346896,0.0,0.0
150646000000,15048,150646000000,,0.189707413316,0.0,0.176779389381,0.0,0.0
150656000000,15049,150656000000,,0.193354040384,0.0,0.17355170846,0.0,0.0
150666000000,15050,150666000000,,0.19492956996,0.0,0.173866912723,0.0,0.0
150676000000,15051,150676000000,,0.196495547891,0.0,0.17418153584,0.0,0.0
150687000000,15052,150687000000,,0.198052018881,0.0,0.174495562911,0.0,0.0
150696000000,15053,150696000000,,0.199599057436,0.0,0.174809023738,0.0,0.0
150707000000,15054,150707000000,,0.204370960593,0.0,0.169938877225,0.0,0.0
150716000000,15055,150716000000,,0.205927938223,0.0,0.170256793499,0.0,0.0
150726000000,15056,150726000000,,0.205927938223,0.0,0.170256793499,0.0,0.0
150736000000,15057,150736000000,,0.20901325345,0.0,0.170890942216,0.0,0.0
150746000000,15058,150746000000,,0.210541337729,0.0,0.171207085252,0.0,0.0
150756000000,15059,150756000000,,0.214217692614,0.0,0.168174028397,0.0,0.0
150766000000,15060,150766000000,,0.214217692614,0.0,0.168174028397,0.0,0.0
150776000000,15061,150776000000,,0.21574409306,0.0,0.16849295795,0.0,0.0
150786000000,15062,150786000000,,0.217260837555,0.0,0.168811291456,0.0,0.0
150796000000,15063,150796000000,,0.218768000603,0.0,0.169129014015,0.0,0.0
150806000000,15064,150806000000,,0.222479477525,0.0,0.166178390384,0.0,0.0
150816000000,15065,150816000000,,0.223983392119,0.0,0.166499003768,0.0,0.0
150826000000,15066,150826000000,,0.225628778338,0.0,0.166851446033,0.0,0.0
150837000000,15067,150836000000,,0.228437945247,0.0,0.167457267642,0.0,0.0
150846000000,15068,150846000000,,0.228437945247,0.0,0.167457267642,0.0,0.0
150856000000,15069,150856000000,,0.232193604112,0.0,0.164577692747,0.0,0.0
150866000000,15070,150866000000,,0.233664050698,0.0,0.164899393916,0.0,0.0
150876000000,15071,150876000000,,0.235124930739,0.0,0.165220469236,0.0,0.0
150886000000,15072,150886000000,,0.236576348543,0.0,0.165540933609,0.0,0.0
150896000000,15073,150896000000,,0.238018363714,0.0,0.165860787034,0.0,0.0
150906000000,15074,150906000000,,0.24306820333,0.0,0.161430180073,0.0,0.0
150916000000,15075,150916000000,,0.244510412216,0.0,0.161755144596,0.0,0.0
150926000000,15076,150926000000,,0.247366130352,0.0,0.162403210998,0.0,0.0
150936000000,15077,150936000000,,0.247366130352,0.0,0.162403210998,0.0,0.0
150946000000,15078,150946000000,,0.250184178352,0.0,0.163048744202,0.0,0.0
150956000000,15079,150956000000,,0.252621948719,0.0,0.160021200776,0.0,0.0
150966000000,15080,150966000000,,0.255423724651,0.0,0.16067263484,0.0,0.0
150976000000,15081,150976000000,,0.255423724651,0.0,0.16067263484,0.0,0.0
150987000000,15082,150987000000,,0.258188068867,0.0,0.161321535707,0.0,0.0
150996000000,15083,150996000000,,0.258188068867,0.0,0.161321535707,0.0,0.0
151006000000,15084,151006000000,,0.262019455433,0.0,0.158689722419,0.0,0.0
151016000000,15085,151016000000,,0.263387590647,0.0,0.159016832709,0.0,0.0
151026000000,15086,151026000000,,0.264883905649,0.0,0.15937641263,0.0,0.0
151036000000,15087,151036000000,,0.267436951399,0.0,0.159994378686,0.0,0.0
151046000000,15088,151046000000,,0.267436951399,0.0,0.159994378686,0.0,0.0
151056000000,15089,151056000000,,0.272796958685,0.0,0.157560527325,0.0,0.0
151066000000,15090,151066000000,,0.272796958685,0.0,0.157560527325,0.0,0.0
151076000000,15091,151076000000,,0.275430053473,0.0,0.158215597272,0.0,0.0
151086000000,15092,151086000000,,0.275430053473,0.0,0.158215597272,0.0,0.0
151096000000,15093,151096000000,,0.278027325869,0.0,0.158868074417,0.0,0.0
151106000000,15094,151106000000,,0.281816512346,0.0,0.154636636376,0.0,0.0
151116000000,15095,151116000000,,0.284394532442,0.0,0.155299827456,0.0,0.0
151126000000,15096,151126000000,,0.28567007184,0.0,0.15563043952,0.0,0.0
151137000000,15097,151136000000,,0.286936759949,0.0,0.155960395932,0.0,0.0
151146000000,15098,151146000000,,0.288194686174,0.0,0.156289696693,0.0,0.0
151156000000,15099,151156000000,,0.290741562843,0.0,0.15355810523,0.0,0.0
151166000000,15100,151166000000,,0.293238550425,0.0,0.154223620892,0.0,0.0
151176000000,15101,151176000000,,0.293238550425,0.0,0.154223620892,0.0,0.0
151186000000,15102,151186000000,,0.295700609684,0.0,0.154886513948,0.0,0.0
151196000000,15103,151196000000,,0.295700609684,0.0,0.154886513948,0.0,0.0
151206000000,15104,151206000000,,0.300689458847,0.0,0.152882218361,0.0,0.0
151216000000,15105,151216000000,,0.300689458847,0.0,0.152882218361,0.0,0.0
151226000000,15106,151226000000,,0.303087472916,0.0,0.153548762202,0.0,0.0
151236000000,15107,151236000000,,0.303087472916,0.0,0.153548762202,0.0,0.0
151247000000,15108,151246000000,,0.305452167988,0.0,0.154212743044,0.0,0.0
151256000000,15109,151256000000,,0.309939742088,0.0,0.151209890842,0.0,0.0
151267000000,15110,151267000000,,0.311101943254,0.0,0.151545897126,0.0,0.0
151276000000,15111,151276000000,,0.312255829573,0.0,0.151881247759,0.0,0.0
151286000000,15112,151286000000,,0.312255829573,0.0,0.151881247759,0.0,0.0
151296000000,15113,151296000000,,0.3145391047,0.0,0.152549952269,0.0,0.0
151306000000,15114,151306000000,,0.31718018651,0.0,0.149988621473,0.0,0.0
151316000000,15115,151316000000,,0.31942948699,0.0,0.150663599372,0.0,0.0
151326000000,15116,151326000000,,0.31942948699,0.0,0.150663599372,0.0,0.0
151336000000,15117,151336000000,,0.321646928787,0.0,0.15133599937,0.0,0.0
151346000000,15118,151346000000,,0.321646928787,0.0,0.15133599937,0.0,0.0
151356000000,15119,151356000000,,0.327546417713,0.0,0.14849357307,0.0,0.0
151366000000,15120,151366000000,,0.328624159098,0.0,0.148833736777,0.0,0.0
151376000000,15121,151376000000,,0.329694032669,0.0,0.149173215032,0.0,0.0
151386000000,15122,151386000000,,0.330756187439,0.0,0.149512037635,0.0,0.0
151396000000,15123,151396000000,,0.331810683012,0.0,0.149850174785,0.0,0.0
151406000000,15124,151406000000,,0.335581302643,0.0,0.147700026631,0.0,0.0
151416000000,15125,151416000000,,0.336616814137,0.0,0.148041382432,0.0,0.0
151426000000,15126,151426000000,,0.337644785643,0.0,0.14838206768,0.0,0.0
151436000000,15127,151436000000,,0.338665306568,0.0,0.148722067475,0.0,0.0
151446000000,15128,151446000000,,0.339678406715,0.0,0.149061396718,0.0,0.0
151456000000,15129,151456000000,,0.34333884716,0.0,0.147023156285,0.0,0.0
151466000000,15130,151466000000,,0.344332426786,0.0,0.14736558497,0.0,0.0
151476000000,15131,151476000000,,0.345318734646,0.0,0.147707343102,0.0,0.0
151486000000,15132,151486000000,,0.345318734646,0.0,0.147707343102,0.0,0.0
151496000000,15133,151496000000,,0.346297889948,0.0,0.148048430681,0.0,0.0
151506000000,15134,151506000000,,0.349915295839,0.0,0.146051555872,0.0,0.0
151516000000,15135,151516000000,,0.34999999404,0.0,0.146395772696,0.0,0.0
151526000000,15136,151526000000,,0.34999999404,0.0,0.146739318967,0.0,0.0
151536000000,15137,151536000000,,0.34999999404,0.0,0.147424384952,0.0,0.0
151546000000,15138,151546000000,,0.34999999404,0.0,0.147765904665,0.0,0.0
151557000000,15139,151556000000,,0.34999999404,0.0,0.144326895475,0.0,0.0
151566000000,15140,151566000000,,0.34999999404,0.0,0.144674539566,0.0,0.0
151576000000,15141,151576000000,,0.34999999404,0.0,0.145021498203,0.0,0.0
151586000000,15142,151586000000,,0.34999999404,0.0,0.14571338892,0.0,0.0
151596000000,15143,151596000000,,0.34999999404,0.0,0.14571338892,0.0,0.0
151606000000,15144,151606000000,,0.34999999404,0.0,0.144161328673,0.0,0.0
151616000000,15145,151616000000,,0.34999999404,0.0,0.144509509206,0.0,0.0
151626000000,15146,151626000000,,0.34999999404,0.0,0.144857004285,0.0,0.0
151636000000,15147,151636000000,,0.34999999404,0.0,0.145203828812,0.0,0.0
151646000000,15148,151646000000,,0.34999999404,0.0,0.145549982786,0.0,0.0
151656000000,15149,151656000000,,0.34999999404,0.0,0.143336325884,0.0,0.0
151666000000,15150,151666000000,,0.34999999404,0.0,0.143686369061,0.0,0.0
151676000000,15151,151676000000,,0.34999999404,0.0,0.144035726786,0.0,0.0
151686000000,15152,151686000000,,0.34999999404,0.0,0.144384413958,0.0,0.0
151696000000,15153,151696000000,,0.34999999404,0.0,0.144732430577,0.0,0.0
151706000000,15154,151706000000,,0.34999999404,0.0,0.141950249672,0.0,0.0
151716000000,15155,151716000000,,0.34999999404,0.0,0.142655909061,0.0,0.0
151727000000,15156,151726000000,,0.34999999404,0.0,0.143007725477,0.0,0.0
151736000000,15157,151736000000,,0.34999999404,0.0,0.14335885644,0.0,0.0
151746000000,15158,151746000000,,0.34999999404,0.0,0.14335885644,0.0,0.0
151756000000,15159,151756000000,,0.34999999404,0.0,0.141915798187,0.0,0.0
151766000000,15160,151766000000,,0.34999999404,0.0,0.141915798187,0.0,0.0
151776000000,15161,151776000000,,0.34999999404,0.0,0.142305344343,0.0,0.0
151786000000,15162,151786000000,,0.34999999404,0.0,0.142622441053,0.0,0.0
151796000000,15163,151796000000,,0.34999999404,0.0,0.142974704504,0.0,0.0
151806000000,15164,151806000000,,0.34999999404,0.0,0.141207039356,0.0,0.0
151816000000,15165,151816000000,,0.34999999404,0.0,0.141562387347,0.0,0.0
151826000000,15166,151826000000,,0.34999999404,0.0,0.141917064786,0.0,0.0
151836000000,15167,151836000000,,0.34999999404,0.0,0.142271071672,0.0,0.0
151846000000,15168,151846000000,,0.34999999404,0.0,0.142624408007,0.0,0.0
151856000000,15169,151856000000,,0.34999999404,0.0,0.140881970525,0.0,0.0
151866000000,15170,151866000000,,0.34999999404,0.0,0.141238346696,0.0,0.0
151876000000,15171,151876000000,,0.34999999404,0.0,0.141594067216,0.0,0.0
151886000000,15172,151886000000,,0.34999999404,0.0,0.141985222697,0.0,0.0
151896000000,15173,151896000000,,0.34999999404,0.0,0.142657339573,0.0,0.0
151906000000,15174,151906000000,,0.34999999404,0.0,0.13963997364,0.0,0.0
151917000000,15175,151917000000,,0.34999999404,0.0,0.14035795629,0.0,0.0
151926000000,15176,151926000000,,0.34999999404,0.0,0.14035795629,0.0,0.0
151936000000,15177,151936000000,,0.34999999404,0.0,0.140715956688,0.0,0.0
151946000000,15178,151946000000,,0.34999999404,0.0,0.141073301435,0.0,0.0
151956000000,15179,151956000000,,0.34999999404,0.0,0.1393840909,0.0,0.0
151966000000,15180,151966000000,,0.34999999404,0.0,0.139744371176,0.0,0.0
151976000000,15181,151976000000,,0.34999999404,0.0,0.1401039958,0.0,0.0
151986000000,15182,151986000000,,0.34999999404,0.0,0.140462964773,0.0,0.0
151996000000,15183,151996000000,,0.34999999404,0.0,0.140821278095,0.0,0.0
152006000000,15184,152006000000,,0.34999999404,0.0,0.139159709215,0.0,0.0
152016000000,15185,152016000000,,0.34999999404,0.0,0.139557644725,0.0,0.0
152026000000,15186,152026000000,,0.34999999404,0.0,0.14024142921,0.0,0.0
152036000000,15187,152036000000,,0.34999999404,0.0,0.14024142921,0.0,0.0
152046000000,15188,152046000000,,0.34999999404,0.0,0.140959277749,0.0,0.0
152056000000,15189,152056000000,,0.34999999404,0.0,0.137956514955,0.0,0.0
152067000000,15190,152066000000,,0.34999999404,0.0,0.138684153557,0.0,0.0
152076000000,15191,152076000000,,0.34999999404,0.0,0.138684153557,0.0,0.0
152087000000,15192,152086000000,,0.34999999404,0.0,0.139409199357,0.0,0.0
152096000000,15193,152096000000,,0.34999999404,0.0,0.139409199357,0.0,0.0
152106000000,15194,152106000000,,0.34999999404,0.0,0.137796387076,0.0,0.0
152116000000,15195,152116000000,,0.34999999404,0.0,0.138161376119,0.0,0.0
152126000000,15196,152126000000,,0.34999999404,0.0,0.138525724411,0.0,0.0
152136000000,15197,152136000000,,0.34999999404,0.0,0.139252528548,0.0,0.0
152146000000,15198,152146000000,,0.34999999404,0.0,0.139252528548,0.0,0.0
152156000000,15199,152156000000,,0.34999999404,0.0,0.138028621674,0.0,0.0
152166000000,15200,152166000000,,0.34999999404,0.0,0.138028621674,0.0,0.0
152176000000,15201,152176000000,,0.34999999404,0.0,0.138758376241,0.0,0.0
152186000000,15202,152186000000,,0.34999999404,0.0,0.138758376241,0.0,0.0
152197000000,15203,152196000000,,0.34999999404,0.0,0.139485612512,0.0,0.0
152206000000,15204,152206000000,,0.34999999404,0.0,0.137546598911,0.0,0.0
152216000000,15205,152216000000,,0.34999999404,0.0,0.137950569391,0.0,0.0
152226000000,15206,152226000000,,0.34999999404,0.0,0.13864479959,0.0,0.0
152236000000,15207,152236000000,,0.34999999404,0.0,0.13864479959,0.0,0.0
152246000000,15208,152246000000,,0.34999999404,0.0,0.139373749495,0.0,0.0
152256000000,15209,152256000000,,0.34999999404,0.0,0.136441841722,0.0,0.0
152266000000,15210,152266000000,,0.34999999404,0.0,0.13718020916,0.0,0.0
152276000000,15211,152276000000,,0.34999999404,0.0,0.13718020916,0.0,0.0
152286000000,15212,152286000000,,0.34999999404,0.0,0.137916117907,0.0,0.0
152296000000,15213,152296000000,,0.34999999404,0.0,0.137916117907,0.0,0.0
152306000000,15214,152306000000,,0.34999999404,0.0,0.136714354157,0.0,0.0
152316000000,15215,152316000000,,0.34999999404,0.0,0.136714354157,0.0,0.0
152326000000,15216,152326000000,,0.34999999404,0.0,0.137453317642,0.0,0.0
152336000000,15217,152336000000,,0.34999999404,0.0,0.137453317642,0.0,0.0
152346000000,15218,152346000000,,0.34999999404,0.0,0.138189867139,0.0,0.0
152356000000,15219,152356000000,,0.34999999404,0.0,0.136310011148,0.0,0.0
152366000000,15220,152366000000,,0.34999999404,0.0,0.13705176115,0.0,0.0
152376000000,15221,152376000000,,0.34999999404,0.0,0.137421742082,0.0,0.0
152386000000,15222,152386000000,,0.34999999404,0.0,0.137791141868,0.0,0.0
152396000000,15223,152396000000,,0.34999999404,0.0,0.138159945607,0.0,0.0
152406000000,15224,152406000000,,0.34999999404,0.0,0.136623412371,0.0,0.0
152416000000,15225,152416000000,,0.34999999404,0.0,0.136994883418,0.0,0.0
152427000000,15226,152426000000,,0.34999999404,0.0,0.137365758419,0.0,0.0
152436000000,15227,152436000000,,0.34999999404,0.0,0.137736067176,0.0,0.0
152447000000,15228,152447000000,,0.34999999404,0.0,0.138105794787,0.0,0.0
152456000000,15229,152456000000,,0.34999999404,0.0,0.135651320219,0.0,0.0
152467000000,15230,152467000000,,0.34999999404,0.0,0.135651320219,0.0,0.0
152476000000,15231,152476000000,,0.34999999404,0.0,0.136025547981,0.0,0.0
152486000000,15232,152486000000,,0.34999999404,0.0,0.136399209499,0.0,0.0
152496000000,15233,152496000000,,0.34999999404,0.0,0.136810302734,0.0,0.0
152506000000,15234,152506000000,,0.34999999404,0.0,0.135273218155,0.0,0.0
152516000000,15235,152516000000,,0.34999999404,0.0,0.135648906231,0.0,0.0
152526000000,15236,152526000000,,0.34999999404,0.0,0.136024028063,0.0,0.0
152536000000,15237,152536000000,,0.34999999404,0.0,0.136398598552,0.0,0.0
152546000000,15238,152546000000,,0.34999999404,0.0,0.136772587895,0.0,0.0
152556000000,15239,152556000000,,0.34999999404,0.0,0.135334342718,0.0,0.0
152566000000,15240,152566000000,,0.34999999404,0.0,0.135710835457,0.0,0.0
152576000000,15241,152576000000,,0.34999999404,0.0,0.136086776853,0.0,0.0
152586000000,15242,152586000000,,0.34999999404,0.0,0.136462166905,0.0,0.0
152596000000,15243,152596000000,,0.34999999404,0.0,0.137211307883,0.0,0.0
152606000000,15244,152606000000,,0.34999999404,0.0,0.135367542505,0.0,0.0
152616000000,15245,152616000000,,0.34999999404,0.0,0.136121809483,0.0,0.0
152626000000,15246,152626000000,,0.34999999404,0.0,0.136121809483,0.0,0.0
152637000000,15247,152636000000,,0.34999999404,0.0,0.136873930693,0.0,0.0
152646000000,15248,152646000000,,0.34999999404,0.0,0.136873930693,0.0,0.0
152656000000,15249,152656000000,,0.34999999404,0.0,0.134941518307,0.0,0.0
152666000000,15250,152666000000,,0.34999999404,0.0,0.134941518307,0.0,0.0
152677000000,15251,152676000000,,0.34999999404,0.0,0.135699987411,0.0,0.0
152686000000,15252,152686000000,,0.34999999404,0.0,0.135699987411,0.0,0.0
152696000000,15253,152696000000,,0.34999999404,0.0,0.136078432202,0.0,0.0
152706000000,15254,152706000000,,0.34999999404,0.0,0.1350235641,0.0,0.0
152716000000,15255,152716000000,,0.34999999404,0.0,0.1350235641,0.0,0.0
152726000000,15256,152726000000,,0.34999999404,0.0,0.135783955455,0.0,0.0
152736000000,15257,152736000000,,0.34999999404,0.0,0.135783955455,0.0,0.0
152746000000,15258,152746000000,,0.34999999404,0.0,0.136542290449,0.0,0.0
152756000000,15259,152756000000,,0.34999999404,0.0,0.134783416986,0.0,0.0
152766000000,15260,152766000000,,0.34999999404,0.0,0.13554662466,0.0,0.0
152776000000,15261,152776000000,,0.34999999404,0.0,0.13554662466,0.0,0.0
152786000000,15262,152786000000,,0.34999999404,0.0,0.136307820678,0.0,0.0
152796000000,15263,152796000000,,0.34999999404,0.0,0.136307820678,0.0,0.0
152806000000,15264,152806000000,,0.34999999404,0.0,0.135320901871,0.0,0.0
152816000000,15265,152816000000,,0.34999999404,0.0,0.13570317626,0.0,0.0
152827000000,15266,152826000000,,0.34999999404,0.0,0.136084973812,0.0,0.0
152836000000,15267,152836000000,,0.34999999404,0.0,0.136466279626,0.0,0.0
152847000000,15268,152847000000,,0.34999999404,0.0,0.136847093701,0.0,0.0
152856000000,15269,152856000000,,0.34999999404,0.0,0.134734526277,0.0,0.0
152866000000,15270,152866000000,,0.34999999404,0.0,0.134734526277,0.0,0.0
152876000000,15271,152876000000,,0.34999999404,0.0,0.135503470898,0.0,0.0
152886000000,15272,152886000000,,0.34999999404,0.0,0.135503470898,0.0,0.0
152896000000,15273,152896000000,,0.34999999404,0.0,0.13627050817,0.0,0.0
152906000000,15274,152906000000,,0.34999999404,0.0,0.134660378098,0.0,0.0
152916000000,15275,152916000000,,0.34999999404,0.0,0.135431796312,0.0,0.0
152926000000,15276,152926000000,,0.34999999404,0.0,0.135431796312,0.0,0.0
152936000000,15277,152936000000,,0.34999999404,0.0,0.136201500893,0.0,0.0
152946000000,15278,152946000000,,0.34999999404,0.0,0.136585593224,0.0,0.0
152956000000,15279,152956000000,,0.34999999404,0.0,0.135177403688,0.0,0.0
152966000000,15280,152966000000,,0.34999999404,0.0,0.135564059019,0.0,0.0
152976000000,15281,152976000000,,0.34999999404,0.0,0.135950252414,0.0,0.0
152986000000,15282,152986000000,,0.34999999404,0.0,0.136336013675,0.0,0.0
152996000000,15283,152996000000,,0.34999999404,0.0,0.136721313,0.0,0.0
153006000000,15284,153006000000,,0.34999999404,0.0,0.134268313646,0.0,0.0
153017000000,15285,153016000000,,0.34999999404,0.0,0.134657889605,0.0,0.0
153026000000,15286,153026000000,,0.34999999404,0.0,0.135086715221,0.0,0.0
153036000000,15287,153036000000,,0.34999999404,0.0,0.135435864329,0.0,0.0
153046000000,15288,153046000000,,0.34999999404,0.0,0.135824114084,0.0,0.0
153056000000,15289,153056000000,,0.34999999404,0.0,0.136211946607,0.0,0.0
153066000000,15290,153066000000,,0.34999999404,0.0,0.136599346995,0.0,0.0
153076000000,15291,153076000000,,0.34999999404,0.0,0.135493904352,0.0,0.0
153086000000,15292,153086000000,,0.34999999404,0.0,0.1358833462,0.0,0.0
153096000000,15293,153096000000,,0.34999999404,0.0,0.136272370815,0.0,0.0
153106000000,15294,153106000000,,0.34999999404,0.0,0.134312644601,0.0,0.0
153116000000,15295,153116000000,,0.34999999404,0.0,0.134745389223,0.0,0.0
153126000000,15296,153126000000,,0.34999999404,0.0,0.135489553213,0.0,0.0
153136000000,15297,153136000000,,0.34999999404,0.0,0.135489553213,0.0,0.0
153147000000,15298,153146000000,,0.34999999404,0.0,0.136271998286,0.0,0.0
153156000000,15299,153156000000,,0.34999999404,0.0,0.134598180652,0.0,0.0
153166000000,15300,153166000000,,0.34999999404,0.0,0.134992003441,0.0,0.0
153176000000,15301,153176000000,,0.34999999404,0.0,0.1353854388,0.0,0.0
153186000000,15302,153186000000,,0.34999999404,0.0,0.135778456926,0.0,0.0
153196000000,15303,153196000000,,0.34999999404,0.0,0.136171087623,0.0,0.0
153206000000,15304,153206000000,,0.34999999404,0.0,0.134977817535,0.0,0.0
153216000000,15305,153216000000,,0.34999999404,0.0,0.13576720655,0.0,0.0
153226000000,15306,153226000000,,0.34999999404,0.0,0.13576720655,0.0,0.0
153237000000,15307,153236000000,,0.34999999404,0.0,0.136555060744,0.0,0.0
153246000000,15308,153246000000,,0.34999999404,0.0,0.136555060744,0.0,0.0
153256000000,15309,153256000000,,0.34999999404,0.0,0.134416565299,0.0,0.0
153266000000,15310,153266000000,,0.34999999404,0.0,0.134814336896,0.0,0.0
153276000000,15311,153276000000,,0.34999999404,0.0,0.135211735964,0.0,0.0
153286000000,15312,153286000000,,0.34999999404,0.0,0.135608777404,0.0,0.0
153296000000,15313,153296000000,,0.34999999404,0.0,0.136005431414,0.0,0.0
153306000000,15314,153306000000,,0.34999999404,0.0,0.134756267071,0.0,0.0
153316000000,15315,153316000000,,0.34999999404,0.0,0.135155335069,0.0,0.0
153326000000,15316,153326000000,,0.34999999404,0.0,0.135554030538,0.0,0.0
153336000000,15317,153336000000,,0.34999999404,0.0,0.135993048549,0.0,0.0
153346000000,15318,153346000000,,0.34999999404,0.0,0.136748179793,0.0,0.0
153356000000,15319,153356000000,,0.34999999404,0.0,0.135110527277,0.0,0.0
153367000000,15320,153366000000,,0.34999999404,0.0,0.135910958052,0.0,0.0
153376000000,15321,153376000000,,0.34999999404,0.0,0.135910958052,0.0,0.0
153387000000,15322,153387000000,,0.34999999404,0.0,0.136710032821,0.0,0.0
153396000000,15323,153396000000,,0.34999999404,0.0,0.136710032821,0.0,0.0
153406000000,15324,153406000000,,0.34999999404,0.0,0.135474324226,0.0,0.0
153416000000,15325,153416000000,,0.34999999404,0.0,0.135876089334,0.0,0.0
153426000000,15326,153426000000,,0.34999999404,0.0,0.136277526617,0.0,0.0
153436000000,15327,153436000000,,0.34999999404,0.0,0.136678650975,0.0,0.0
153446000000,15328,153446000000,,0.34999999404,0.0,0.137079432607,0.0,0.0
153456000000,15329,153456000000,,0.34999999404,0.0,0.13503447175,0.0,0.0
153466000000,15330,153466000000,,0.34999999404,0.0,0.135480523109,0.0,0.0
153476000000,15331,153476000000,,0.34999999404,0.0,0.136247873306,0.0,0.0
153486000000,15332,153486000000,,0.34999999404,0.0,0.136247873306,0.0,0.0
