%time,field.header.seq,field.header.stamp,field.header.frame_id,field.coordinate_frame,field.type_mask,field.position.x,field.position.y,field.position.z,field.velocity.x,field.velocity.y,field.velocity.z,field.acceleration_or_force.x,field.acceleration_or_force.y,field.acceleration_or_force.z,field.yaw,field.yaw_rate
122917000000,12275,122917000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122927000000,12276,122927000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122937000000,12277,122937000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122947000000,12278,122947000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122957000000,12279,122957000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122967000000,12280,122967000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122977000000,12281,122977000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122987000000,12282,122987000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122997000000,12283,122997000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123008000000,12284,123008000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123017000000,12285,123017000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123028000000,12286,123028000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123037000000,12287,123037000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123047000000,12288,123047000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123057000000,12289,123057000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123067000000,12290,123067000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123077000000,12291,123077000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123087000000,12292,123087000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123097000000,12293,123097000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123107000000,12294,123107000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123117000000,12295,123117000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123127000000,12296,123127000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123138000000,12297,123138000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123147000000,12298,123147000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123157000000,12299,123157000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123167000000,12300,123167000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123177000000,12301,123177000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123187000000,12302,123187000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123197000000,12303,123197000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123207000000,12304,123207000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123217000000,12305,123217000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123227000000,12306,123227000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123237000000,12307,123237000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123247000000,12308,123247000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123257000000,12309,123257000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123267000000,12310,123267000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123277000000,12311,123277000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123288000000,12312,123288000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123297000000,12313,123297000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123307000000,12314,123307000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123317000000,12315,123317000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123327000000,12316,123327000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123337000000,12317,123337000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123347000000,12318,123347000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123357000000,12319,123357000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123368000000,12320,123368000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123377000000,12321,123377000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123387000000,12322,123387000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123397000000,12323,123397000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123407000000,12324,123407000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123417000000,12325,123417000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123427000000,12326,123427000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123437000000,12327,123437000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123447000000,12328,123447000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123457000000,12329,123457000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123467000000,12330,123467000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123477000000,12331,123477000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123488000000,12332,123488000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123497000000,12333,123497000000,,0,0,-0.38,0.86,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
